Code	SiteCode	biogeo	climate	start	year	lat	lon	alt	MMXT	MMNT	MNTM	EMXT	EMNT	TotalP	EMXP	dung	trap	BT	D	SR	ST
T5/48	RO_BI	Pontian Steppe	Dfb	July	2014	45.41888889	28.04638889	2	30.3	18	24.2	33.8	14.1	44.7	24.9	S	T5	0	0	0	3
T5/66	RO_BI	Pontian Steppe	Dfb	July	2014	45.41888889	28.04638889	2	30.3	18	24.2	33.8	14.1	44.7	24.9	S	T5	0	0	0	2
T5/76	RO_BI	Pontian Steppe	Dfb	July	2014	45.41888889	28.04638889	2	30.3	18	24.2	33.8	14.1	44.7	24.9	S	T5	0	0	0	14
T5/78	RO_BI	Pontian Steppe	Dfb	July	2014	45.41888889	28.04638889	2	30.3	18	24.2	33.8	14.1	44.7	24.9	S	T5	0	0	0	16
1	SP_CV	Iberian highlands	Csb	June	2016	40.61361111	-3.663611111	680	29.9	22.3	14.7	36.1	8.9	0.8	0.8	C	T1b	0	3	0	117
2	SP_CV	Iberian highlands	Csb	June	2016	40.61361111	-3.663611111	680	29.9	22.3	14.7	36.1	8.9	0.8	0.8	C	T1b	0	3	0	117
3	SP_CV	Iberian highlands	Csb	June	2016	40.61361111	-3.663611111	680	29.9	22.3	14.7	36.1	8.9	0.8	0.8	C	T1b	0	6	0	123
4	SP_CV	Iberian highlands	Csb	June	2016	40.61361111	-3.663611111	680	29.9	22.3	14.7	36.1	8.9	0.8	0.8	C	T1b	1	3	0	100
5	SP_CV	Iberian highlands	Csb	June	2016	40.61361111	-3.663611111	680	29.9	22.3	14.7	36.1	8.9	0.8	0.8	C	T1b	1	4	0	114
6	SP_CV	Iberian highlands	Csb	June	2016	40.61361111	-3.663611111	680	29.9	22.3	14.7	36.1	8.9	0.8	0.8	C	T1b	0	5	0	94
UK_E1_T1_C1	UK_MH	British islands	Cfb	June	2014	54.66	-2.47	446	17.6	8.5	13.1	25	4.4	61	15	C	T1	0	0	0	0
UK_E1_T1_C1	UK_MH	British islands	Cfb	June	2015	54.66	-2.47	446	15.7	7.6	12.3	23.3		103.1	28.4	C	T1	0	53	0	0
UK_E1_T1_C2	UK_MH	British islands	Cfb	June	2014	54.66	-2.47	446	17.6	8.5	13.1	25	4.4	61	15	C	T1	0	1	0	0
UK_E1_T1_C2	UK_MH	British islands	Cfb	June	2015	54.66	-2.47	446	15.7	7.6	12.3	23.3		103.1	28.4	C	T1	0	40	0	0
UK_E1_T1_C3	UK_MH	British islands	Cfb	June	2014	54.66	-2.47	446	17.6	8.5	13.1	25	4.4	61	15	C	T1	0	3	0	0
UK_E1_T1_C3	UK_MH	British islands	Cfb	June	2015	54.66	-2.47	446	15.7	7.6	12.3	23.3		103.1	28.4	C	T1	0	22	0	0
UK_E1_T1_C4	UK_MH	British islands	Cfb	June	2014	54.66	-2.47	446	17.6	8.5	13.1	25	4.4	61	15	C	T1	0	3	0	0
UK_E1_T1_C4	UK_MH	British islands	Cfb	June	2015	54.66	-2.47	446	15.7	7.6	12.3	23.3		103.1	28.4	C	T1	0	22	0	0
UK_E1_T1_C5	UK_MH	British islands	Cfb	June	2014	54.66	-2.47	446	17.6	8.5	13.1	25	4.4	61	15	C	T1	0	2	0	0
UK_E1_T1_C5	UK_MH	British islands	Cfb	June	2015	54.66	-2.47	446	15.7	7.6	12.3	23.3		103.1	28.4	C	T1	0	29	0	0
UK_E1_T1_C6	UK_MH	British islands	Cfb	June	2014	54.66	-2.47	446	17.6	8.5	13.1	25	4.4	61	15	C	T1	0	4	0	0
UK_E1_T1_C6	UK_MH	British islands	Cfb	June	2015	54.66	-2.47	446	15.7	7.6	12.3	23.3		103.1	28.4	C	T1	0	52	0	0
UK_E1_T1_S1	UK_MH	British islands	Cfb	June	2014	54.66	-2.47	446	17.6	8.5	13.1	25	4.4	61	15	S	T1	0	6	0	0
UK_E1_T1_S1	UK_MH	British islands	Cfb	June	2015	54.66	-2.47	446	15.7	7.6	12.3	23.3		103.1	28.4	S	T1	0	25	0	0
UK_E1_T1_S2	UK_MH	British islands	Cfb	June	2014	54.66	-2.47	446	17.6	8.5	13.1	25	4.4	61	15	S	T1	0	1	0	0
UK_E1_T1_S2	UK_MH	British islands	Cfb	June	2015	54.66	-2.47	446	15.7	7.6	12.3	23.3		103.1	28.4	S	T1	0	21	0	0
UK_E1_T1_S3	UK_MH	British islands	Cfb	June	2014	54.66	-2.47	446	17.6	8.5	13.1	25	4.4	61	15	S	T1	0	3	0	0
UK_E1_T1_S3	UK_MH	British islands	Cfb	June	2015	54.66	-2.47	446	15.7	7.6	12.3	23.3		103.1	28.4	S	T1	0	42	0	0
UK_E1_T1_S4	UK_MH	British islands	Cfb	June	2014	54.66	-2.47	446	17.6	8.5	13.1	25	4.4	61	15	S	T1	0	5	0	0
UK_E1_T1_S4	UK_MH	British islands	Cfb	June	2015	54.66	-2.47	446	15.7	7.6	12.3	23.3		103.1	28.4	S	T1	0	17	0	0
UK_E1_T1_S5	UK_MH	British islands	Cfb	June	2014	54.66	-2.47	446	17.6	8.5	13.1	25	4.4	61	15	S	T1	0	2	0	0
UK_E1_T1_S5	UK_MH	British islands	Cfb	June	2015	54.66	-2.47	446	15.7	7.6	12.3	23.3		103.1	28.4	S	T1	0	22	0	0
UK_E1_T1_S6	UK_MH	British islands	Cfb	June	2014	54.66	-2.47	446	17.6	8.5	13.1	25	4.4	61	15	S	T1	0	6	0	0
UK_E1_T1_S6	UK_MH	British islands	Cfb	June	2015	54.66	-2.47	446	15.7	7.6	12.3	23.3		103.1	28.4	S	T1	0	5	0	0
UK_E1_T5_C1	UK_MH	British islands	Cfb	June	2014	54.66	-2.47	446	17.6	8.5	13.1	25	4.4	61	15	C	T5	0	4	0	0
UK_E1_T5_C2	UK_MH	British islands	Cfb	June	2014	54.66	-2.47	446	17.6	8.5	13.1	25	4.4	61	15	C	T5	0	14	0	0
UK_E1_T5_C3	UK_MH	British islands	Cfb	June	2014	54.66	-2.47	446	17.6	8.5	13.1	25	4.4	61	15	C	T5	0	8	0	0
UK_E1_T5_C4	UK_MH	British islands	Cfb	June	2014	54.66	-2.47	446	17.6	8.5	13.1	25	4.4	61	15	C	T5	0	0	0	0
UK_E1_T5_C5	UK_MH	British islands	Cfb	June	2014	54.66	-2.47	446	17.6	8.5	13.1	25	4.4	61	15	C	T5	0	2	0	0
UK_E1_T5_C6	UK_MH	British islands	Cfb	June	2014	54.66	-2.47	446	17.6	8.5	13.1	25	4.4	61	15	C	T5	0	7	0	0
UK_E1_T5_S1	UK_MH	British islands	Cfb	June	2014	54.66	-2.47	446	17.6	8.5	13.1	25	4.4	61	15	S	T5	0	20	0	0
UK_E1_T5_S2	UK_MH	British islands	Cfb	June	2014	54.66	-2.47	446	17.6	8.5	13.1	25	4.4	61	15	S	T5	0	40	0	0
UK_E1_T5_S3	UK_MH	British islands	Cfb	June	2014	54.66	-2.47	446	17.6	8.5	13.1	25	4.4	61	15	S	T5	0	6	0	0
UK_E1_T5_S4	UK_MH	British islands	Cfb	June	2014	54.66	-2.47	446	17.6	8.5	13.1	25	4.4	61	15	S	T5	0	16	0	0
UK_E1_T5_S5	UK_MH	British islands	Cfb	June	2014	54.66	-2.47	446	17.6	8.5	13.1	25	4.4	61	15	S	T5	0	24	0	0
UK_E1_T5_S6	UK_MH	British islands	Cfb	June	2014	54.66	-2.47	446	17.6	8.5	13.1	25	4.4	61	15	S	T5	0	42	0	0
UK_ES_T1_C1	UK_WW	British islands	Cfb	June	2014	51.565	-1.624722222	80	20.3	10.8	15.8	24.3	7.5	33	11.9	C	T1	0	5	0	0
UK_ES_T1_C2	UK_WW	British islands	Cfb	June	2014	51.565	-1.624722222	80	20.3	10.8	15.8	24.3	7.5	33	11.9	C	T1	0	0	0	0
UK_ES_T1_C3	UK_WW	British islands	Cfb	June	2014	51.565	-1.624722222	80	20.3	10.8	15.8	24.3	7.5	33	11.9	C	T1	0	3	0	0
UK_ES_T1_C4	UK_WW	British islands	Cfb	June	2014	51.565	-1.624722222	80	20.3	10.8	15.8	24.3	7.5	33	11.9	C	T1	0	0	0	0
UK_ES_T1_C5	UK_WW	British islands	Cfb	June	2014	51.565	-1.624722222	80	20.3	10.8	15.8	24.3	7.5	33	11.9	C	T1	0	1	0	1
UK_ES_T1_C6	UK_WW	British islands	Cfb	June	2014	51.565	-1.624722222	80	20.3	10.8	15.8	24.3	7.5	33	11.9	C	T1	0	3	0	0
UK_ES_T5_C1	UK_WW	British islands	Cfb	June	2014	51.565	-1.624722222	80	20.3	10.8	15.8	24.3	7.5	33	11.9	C	T5	0	3	0	1
UK_ES_T5_C2	UK_WW	British islands	Cfb	June	2014	51.565	-1.624722222	80	20.3	10.8	15.8	24.3	7.5	33	11.9	C	T5	0	3	0	0
UK_ES_T5_C3	UK_WW	British islands	Cfb	June	2014	51.565	-1.624722222	80	20.3	10.8	15.8	24.3	7.5	33	11.9	C	T5	0	7	0	1
UK_ES_T5_C4	UK_WW	British islands	Cfb	June	2014	51.565	-1.624722222	80	20.3	10.8	15.8	24.3	7.5	33	11.9	C	T5	0	5	0	0
UK_ES_T5_C5	UK_WW	British islands	Cfb	June	2014	51.565	-1.624722222	80	20.3	10.8	15.8	24.3	7.5	33	11.9	C	T5	0	6	0	1
UK_ES_T5_C6	UK_WW	British islands	Cfb	June	2014	51.565	-1.624722222	80	20.3	10.8	15.8	24.3	7.5	33	11.9	C	T5	0	0	0	0
